LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
SCHWARTZ,VERONICA,06/15/1972,MEXICO,228-68-0092,FEMALE,1200,FIFTEENTH,06/11/1990,DEMOCRAT
TARANTO,VICTOR,11/29/1969,Alderwood,025-74-8418,MALE,1201,MUNCHKIN,06/12/1990,DEMOCRAT
RECK,MELANIE,07/18/1968,Alderwood,787-08-7874,FEMALE,2268,SCHNAUZER,06/13/1990,DEMOCRAT
GIESZLER,LUKE,04/15/1971,Alderwood,457-84-7357,MALE,468,PAPILION,06/14/1990,REPUBLICAN
MARKS,GAIL,07/20/1968,Alderwood,986-14-9647,FEMALE,2254,THIRD,06/15/1990,DEMOCRAT
SMITH,TOM,07/21/1968,Alderwood,493-84-7270,MALE,1484,LILY,06/16/1990,DEMOCRAT
GATELEY,LINDSAY,04/18/1971,Washington,049-71-4117,FEMALE,159,CLOUDBERRY,06/17/1990,DEMOCRAT
SMITH,THOMAS,07/23/1968,California,553-46-4815,MALE,237,TENTH,06/18/1990,DEMOCRAT
LETTAU,APRIL,04/20/1971,Oregon,161-46-5824,FEMALE,100,CHOWCHOW,06/19/1990,REPUBLICAN
MALLORY,RICHARD,03/13/1967,PENNSYLVANIA,179-32-0852,MALE,375,CRANBERRY,06/20/1990,REPUBLICAN
BARINAGA,ELLEN,07/26/1968,Alderwood,108-75-7684,FEMALE,1661,SIXTH,06/21/1990,REPUBLICAN
DUDDER,SCOTT,07/27/1968,Alderwood,978-63-2197,MALE,1281,TONKINESE,06/22/1990,REPUBLICAN
KURTZ,APRIL,04/24/1971,Utah,322-34-0565,FEMALE,35,JAVANESE,06/23/1990,REPUBLICAN
MORRIS,ROBERT,07/29/1968,NEW HAMPSHIRE,188-75-4827,MALE,195,BOXER,06/24/1990,REPUBLICAN
BILLETDEAUX,ESTER,02/25/1952,Alderwood,563-49-3476,FEMALE,172,BOXWOOD,06/25/1990,REPUBLICAN
HYRONIMUS,ERIC,12/13/1969,Alderwood,438-44-1504,MALE,378,PINSCHER,06/26/1990,INDEPENDENT
EDWARDS,JANICE,04/28/1971,Utah,914-19-8382,FEMALE,455,GREYHOUND,06/27/1990,DEMOCRAT
SENOR,SEAN,12/15/1969,Mexico,205-38-6122,MALE,1035,SEVENTEENTH,06/28/1990,DEMOCRAT
ARTHUR,LOUISE,04/30/1971,ARIZONA,657-53-1104,FEMALE,407,OAK,06/29/1990,DEMOCRAT
SEGUIN,NICK,12/17/1969,Alderwood,162-17-6108,MALE,894,LUPIN,06/30/1990,DEMOCRAT
HESS,LINDSAY,07/15/1953,Alderwood,942-84-1624,FEMALE,457,WOLFHOUND,07/01/1990,DEMOCRAT
BROCKMAN,CURTIS,08/06/1968,RHODE ISLAND,935-11-1348,MALE,51,BRITTANY,07/02/1990,REPUBLICAN
MARSHALL,KIM,08/07/1968,NEW YORK,699-38-8934,FEMALE,261,EIGHTH,07/03/1990,DEMOCRAT
SIMONSON,JEFFREY,07/18/1953,Alderwood,139-45-3846,MALE,966,BOXER,07/04/1990,DEMOCRAT
NEWTON,LLORENE,05/06/1971,Alderwood,531-83-4423,FEMALE,700,PETERBALD,07/05/1990,DEMOCRAT
FANSLER,MARK,12/23/1969,California,425-69-1608,MALE,155,BALINESE,07/06/1990,DEMOCRAT
SOELBERG,MEGHAN,05/25/1960,Alderwood,196-80-5466,FEMALE,763,TONKINESE,07/07/1990,REPUBLICAN
ACKERMAN,JOHN,12/25/1969,Alderwood,656-49-2381,MALE,580,BOXWOOD,07/08/1990,REPUBLICAN
WEBER,JENNIFER,04/01/1967,Oregon,383-05-4790,FEMALE,4132,SNOWSHOE,07/09/1990,REPUBLICAN
BIGELOW,ERIC,08/14/1968,Alderwood,716-07-1812,MALE,2289,SUNSET,07/10/1990,REPUBLICAN
BLAKLEY,JEANNE,05/12/1971,Alderwood,411-06-9289,FEMALE,1419,CROWBERRY,07/11/1990,REPUBLICAN
ROBERTS,JAVIER,07/16/1972,Alderwood,160-61-0070,MALE,1581,PANSY,07/12/1990,REPUBLICAN
GAITHER,KIM,08/17/1968,Alderwood,222-29-5943,FEMALE,1904,ARROWOOD,07/13/1990,REPUBLICAN
NICHOLS,MATHEW,08/18/1968,Alderwood,660-43-0728,MALE,1815,ROSEMARY,07/14/1990,INDEPENDENT
DEINES,PAM,08/19/1968,Alderwood,302-55-4628,FEMALE,348,SOMALI,07/15/1990,DEMOCRAT
NOGGLES,MARK,08/20/1968,Oregon,194-71-4092,MALE,3040,BIRCH,07/16/1990,DEMOCRAT
SULLIVAN,WENDY,08/21/1968,ARIZONA,449-70-9586,FEMALE,2421,SIBERIAN,07/17/1990,DEMOCRAT
HUNTER,RICHARD,01/04/1970,Alderwood,781-81-2027,MALE,1309,SIXTH,07/18/1990,DEMOCRAT
MORAN,SANDRA,08/02/1953,ARIZONA,794-58-4968,FEMALE,433,BUFFALOBERRY,07/19/1990,DEMOCRAT
BAGAGLIO,HENRY,08/24/1968,ARIZONA,522-39-9896,MALE,167,MASTIFF,07/20/1990,REPUBLICAN
SHIPPELL,PEGGY,01/07/1970,Alderwood,782-88-4449,FEMALE,1355,MAPLE,07/21/1990,DEMOCRAT
VAN ZANDT,DUANE,05/23/1971,Alderwood,390-70-3532,MALE,314,ALDER,07/22/1990,DEMOCRAT
MITCHELL,VIOLET,05/24/1971,Alderwood,301-77-8965,FEMALE,1519,BRITTANY,07/23/1990,DEMOCRAT
CARMAN,DOUGLAS,08/07/1953,Alderwood,554-14-2801,MALE,343,LILAC,07/24/1990,DEMOCRAT
FERRARIS,SHAWNA,08/29/1968,Oregon,664-24-3509,FEMALE,1741,CHOWCHOW,07/25/1990,REPUBLICAN
PERRAULT,BOB,04/18/1967,TENNESEE,877-29-7546,MALE,37,BEAGLE,07/26/1990,REPUBLICAN
RHEINSCHMIDT,GAIL,08/01/1971,Alderwood,071-11-4344,FEMALE,1085,MUNCHKIN,07/27/1990,REPUBLICAN
GOULD,BRIAN,01/14/1970,MEXICO,062-30-9331,MALE,95,CORGI,07/28/1990,REPUBLICAN
SMITH,SHANNON,05/30/1971,Utah,218-90-1228,FEMALE,1060,PHEASANT,07/29/1990,REPUBLICAN
VANDERLINDEN,DAVOD,01/16/1970,MEXICO,973-75-8751,MALE,182,CLOUDBERRY,07/30/1990,REPUBLICAN
RILEY,KRISTA,06/01/1971,Alderwood,818-07-4504,FEMALE,2646,BRITTANY,07/31/1990,REPUBLICAN
SCHWEIGER,WES,08/06/1971,Alderwood,997-37-9938,MALE,1687,AFGHAN,08/01/1990,INDEPENDENT
KAPADIA,LINDSAY,09/06/1968,Oregon,300-86-6726,FEMALE,781,TONKINESE,08/02/1990,DEMOCRAT
NELSON,BOB,08/17/1953,ARIZONA,409-50-3070,MALE,93,TWINBERRY,08/03/1990,DEMOCRAT
PUESCHNER,DIXIE,09/08/1968,Oregon,124-97-0755,FEMALE,3217,HOLLY,08/04/1990,DEMOCRAT
STADIN,THOMAS,09/09/1968,MASSACHUSETTS,668-16-5608,MALE,465,ROSEMARY,08/05/1990,DEMOCRAT
ROBERTS,LORI,06/07/1971,Alderwood,104-83-9326,FEMALE,2737,CORGI,08/06/1990,DEMOCRAT
SNOWDEN-SWAN,SVEN,06/08/1971,Alderwood,625-58-2462,MALE,1278,GINGER,08/07/1990,REPUBLICAN
PARKER,MAY,05/01/1967,Alderwood,388-13-8606,FEMALE,2716,PIXIE,08/08/1990,DEMOCRAT
HAMILTON,JACK,08/13/1972,ALABAMA,778-46-5588,MALE,197,ROSEMARY,08/09/1990,DEMOCRAT
THORNOCK,MEGHAN,04/11/1952,Alderwood,115-70-9750,FEMALE,1182,SEVENTEENTH,08/10/1990,DEMOCRAT
LAWSON,GREG,09/15/1968,Alderwood,527-54-3253,MALE,2233,CHARTREUX,08/11/1990,DEMOCRAT
GILLARD,MARJORIE,01/29/1970,California,786-92-4958,FEMALE,153,COON,08/12/1990,REPUBLICAN
LAW,MIKE,08/18/1971,Alderwood,294-09-5621,MALE,571,THIRTEENTH,08/13/1990,REPUBLICAN
PETERSON,FEBRUARY,08/28/1953,Washington,390-78-2040,FEMALE,86,BASENJI,08/14/1990,REPUBLICAN
ASHJIAN,RON,06/16/1971,MEXICO,702-66-2804,MALE,590,AFGHAN,08/15/1990,REPUBLICAN
FELIX,LINDSAY,08/20/1972,California,678-60-9526,FEMALE,145,EIGHTH,08/16/1990,REPUBLICAN
IEDEMA,JACK,09/21/1968,Alderwood,761-71-5856,MALE,2331,EIGHTH,08/17/1990,REPUBLICAN
WEBER,SHANNON,05/11/1967,Alderwood,457-08-5268,FEMALE,1351,STURGEON,08/18/1990,REPUBLICAN
BIAN,MIKE,09/23/1968,NEW YORK,293-77-2757,MALE,347,TWELVTH,08/19/1990,INDEPENDENT
EBERHART,PAM,09/24/1968,Alderwood,711-66-3161,FEMALE,1652,CHERRY,08/20/1990,DEMOCRAT
HOUCK,BOB,06/22/1971,PENNSYLVANIA,465-66-5191,MALE,519,PINSCHER,08/21/1990,DEMOCRAT
MOORE,SANDY,08/27/1971,Alderwood,707-43-4390,FEMALE,372,TWELVTH,08/22/1990,DEMOCRAT
BYLASKA,ART,02/09/1970,Alderwood,559-40-6387,MALE,1263,ELEVENTH,08/23/1990,DEMOCRAT
AUBERRY,ELLA,06/25/1971,Montana,408-54-9884,FEMALE,81,BASSET,08/24/1990,DEMOCRAT
MATHIEU,MATT,02/11/1970,Alderwood,561-01-8558,MALE,2842,HAVANESE,08/25/1990,REPUBLICAN
BAXTER,HEIDI,08/31/1971,ARIZONA,115-96-3798,FEMALE,193,SALMON,08/26/1990,DEMOCRAT
FROEHLKE,DOUGLAS,02/13/1970,KANSAS,619-58-7347,MALE,137,MASTIFF,08/27/1990,DEMOCRAT
ANDERSON,LOUISE,10/02/1968,Oregon,872-53-8595,FEMALE,43,BROOM,08/28/1990,DEMOCRAT
CALLISTER,SCOTT,02/15/1970,Alderwood,384-88-3455,MALE,1400,MUM,08/29/1990,DEMOCRAT
WODTLI,BRENDA,07/01/1971,Alderwood,261-85-8475,FEMALE,1589,KOMONDOR,08/30/1990,REPUBLICAN
CROWLEY,DICK,07/02/1971,Alderwood,975-77-6802,MALE,840,SIAMESE,08/31/1990,REPUBLICAN
APLEY,ANNETTE,09/06/1971,Alderwood,419-32-9091,FEMALE,28,PAPILION,09/01/1990,REPUBLICAN
FREEMAN,JON,02/19/1970,PENNSYLVANIA,109-97-5604,MALE,225,SCOTTISH,09/02/1990,REPUBLICAN
HINTON,VIOLET,05/27/1967,Alderwood,512-65-5764,FEMALE,3388,PAPILION,09/03/1990,REPUBLICAN
FAYER,CURTIS,05/28/1967,Alderwood,479-77-4557,MALE,253,CLOUDBERRY,09/04/1990,REPUBLICAN
NESSE,PAM,05/29/1967,Alderwood,608-01-6732,FEMALE,793,LILY,09/05/1990,REPUBLICAN
BAUMANN,BILL,02/23/1970,Oregon,352-78-8870,MALE,3100,PERSIMMON,09/06/1990,INDEPENDENT
BETTINSON,DIANA,10/12/1968,Alderwood,567-66-6269,FEMALE,231,PAPILION,09/07/1990,DEMOCRAT
HEATH,ROLF,05/10/1952,ARIZONA,558-48-3682,MALE,207,COLLIE,09/08/1990,DEMOCRAT
HARRER,ROBIN,06/02/1967,Alderwood,413-06-7696,FEMALE,1306,CORGI,09/09/1990,DEMOCRAT
JANOSKY,JACK,05/12/1952,Utah,189-46-1031,MALE,93,LILY,09/10/1990,DEMOCRAT
WILLIAMS,BRENDA,10/16/1968,Alderwood,464-85-3788,FEMALE,1879,ELDERBERRY,09/11/1990,DEMOCRAT
GHAN,BILL,09/16/1972,Alderwood,113-47-8437,MALE,1827,CHOWCHOW,09/12/1990,REPUBLICAN
BEUS,SHEILA,09/18/1971,Idaho,794-44-4287,FEMALE,215,BLUEBERRY,09/13/1990,DEMOCRAT
SHORT,KEVIN,10/19/1968,Alderwood,090-32-4561,MALE,854,FOURTH,09/14/1990,DEMOCRAT
WIEDA,KAY,07/17/1971,Alderwood,480-22-5986,FEMALE,63,TURKISH,09/15/1990,DEMOCRAT
SECREST,GARY,09/21/1971,Utah,111-83-7898,MALE,76,SEVENTH,09/16/1990,DEMOCRAT
SHAW,REBECCAH,03/06/1970,Alderwood,475-35-3539,FEMALE,3010,CHERRY,09/17/1990,REPUBLICAN
HOITINK,PAUL,05/20/1952,Alderwood,007-51-2709,MALE,1542,LUPIN,09/18/1990,REPUBLICAN
BODERICK,ELLEN,09/23/1972,Oregon,192-35-9049,FEMALE,538,EIGHTH,09/19/1990,REPUBLICAN
MATZ,KEN,03/09/1970,Montana,167-81-6028,MALE,132,FOURTH,09/20/1990,REPUBLICAN
STENEHJEM,CARRIE,10/26/1968,Alderwood,616-19-5747,FEMALE,455,TENTH,09/21/1990,REPUBLICAN
KIRK,JOE,07/24/1971,Alderwood,503-20-1257,MALE,756,ABYSSINIAN,09/22/1990,REPUBLICAN
BOLLIGER,EDNA,10/28/1968,MEXICO,125-16-7758,FEMALE,221,FOURTEENTH,09/23/1990,REPUBLICAN
OELERICH,DENNIS,10/29/1968,ARIZONA,349-89-8546,MALE,409,CORALBERRY,09/24/1990,INDEPENDENT
JACKSON,THERESE,07/27/1971,Utah,321-79-8062,FEMALE,1160,ASIAN,09/25/1990,DEMOCRAT
THOMAS,KEVIN,10/31/1968,Alderwood,869-89-4417,MALE,987,SIAMESE,09/26/1990,DEMOCRAT
CALAPRISTI,MARY,07/29/1971,MEXICO,074-10-0506,FEMALE,521,SPANIEL,09/27/1990,DEMOCRAT
JIMENEZ,RICK,06/21/1967,Alderwood,681-40-4407,MALE,1197,STURGEON,09/28/1990,DEMOCRAT
LITTLEFIELD,PAM,11/03/1968,California,313-40-2781,FEMALE,183,ROSEHIP,09/29/1990,DEMOCRAT
MARTIN,JUSTIN,11/04/1968,Alderwood,601-82-5543,MALE,1034,DALMATIAN,09/30/1990,REPUBLICAN
PITRE,TRUDY,08/02/1971,Oregon,176-68-1588,FEMALE,4012,LILY,10/01/1990,DEMOCRAT
COWELL,BOB,11/06/1968,Alderwood,118-88-7796,MALE,1126,SPRUCE,10/02/1990,DEMOCRAT
STEPHAN,PEGGY,06/04/1952,Alderwood,022-45-1550,FEMALE,2968,QUAIL,10/03/1990,DEMOCRAT
COWLEY,ROLF,03/23/1970,Alderwood,898-73-9664,MALE,427,RASPBERRY,10/04/1990,DEMOCRAT
HARRIS,JANUARY,08/06/1971,Washington,641-16-4937,FEMALE,355,TONKINESE,10/05/1990,REPUBLICAN
HOMER,GREG,03/25/1970,Oregon,929-76-1925,MALE,2518,THIRTEENTH,10/06/1990,REPUBLICAN
CARTER,ROSA,08/08/1971,Montana,592-18-8958,FEMALE,206,SELKIRK,10/07/1990,REPUBLICAN
CHENEY,LUKE,03/27/1970,Utah,560-13-8423,MALE,690,BARBERRY,10/08/1990,REPUBLICAN
HENSLEY,LISA,10/23/1953,Alderwood,662-65-0464,FEMALE,994,SECOND,10/09/1990,REPUBLICAN
CREEL,BRIAN,11/14/1968,Alderwood,731-35-4689,MALE,1974,BOXER,10/10/1990,REPUBLICAN
ZABRISKIE,JOY,11/15/1968,Utah,560-52-3190,FEMALE,129,CLOUDBERRY,10/11/1990,REPUBLICAN
WHITE,GERALD,10/26/1953,MASSACHUSETTS,293-43-4154,MALE,415,PAPILION,10/12/1990,INDEPENDENT
GUSTAFSON,COLLETTE,08/14/1971,ARIZONA,909-41-2692,FEMALE,73,JAVANESE,10/13/1990,DEMOCRAT
ADAMS,RICK,04/02/1970,Montana,872-25-4638,MALE,210,BOXER,10/14/1990,DEMOCRAT
JENNINGS,SHARON,09/02/1960,Oregon,701-76-3897,FEMALE,177,WOLFHOUND,10/15/1990,DEMOCRAT
ALDERSON,JASON,04/04/1970,Alderwood,085-89-3271,MALE,609,WASHINGTON,10/16/1990,DEMOCRAT
SMITH,CINDY,07/10/1967,Alderwood,494-23-9739,FEMALE,1350,PHEASANT,10/17/1990,DEMOCRAT
SONNICHSEN,SIMON,11/22/1968,Alderwood,222-59-0309,MALE,1498,KEESHOND,10/18/1990,REPUBLICAN
WYANT,JOY,08/20/1971,Wyoming,074-16-2313,FEMALE,580,SINGAPURA,10/19/1990,DEMOCRAT
HOWARD,JOHN,10/24/1972,Oregon,978-72-5190,MALE,600,BUTTONWOOD,10/20/1990,DEMOCRAT
SHORT,GRACE,11/25/1968,Alderwood,374-55-4933,FEMALE,2205,FOURTH,10/21/1990,DEMOCRAT
KANYID,JONATHAN,11/26/1968,Utah,650-70-5449,MALE,595,BRITTANY,10/22/1990,DEMOCRAT
GARCIA,URSULA,11/27/1968,Alderwood,023-46-7510,FEMALE,313,PRICKLYPEAR,10/23/1990,REPUBLICAN
MARTINEZ,RON,11/28/1968,Montana,993-41-9123,MALE,214,NINTH,10/24/1990,REPUBLICAN
MEADOR,JANICE,11/29/1968,Alderwood,394-49-5348,FEMALE,306,ESKIMO,10/25/1990,REPUBLICAN
MAGRUDER,JOE,04/14/1970,Alderwood,137-38-5132,MALE,2450,BORZOI,10/26/1990,REPUBLICAN
LLOYD,OCTOBER,11/10/1953,ARIZONA,892-63-9818,FEMALE,179,BEAGLE,10/27/1990,REPUBLICAN
WEBER,VLADIMIR,12/02/1968,Alderwood,587-57-5897,MALE,1554,BOXER,10/28/1990,REPUBLICAN
PUZYCKI,WHITNEY,04/17/1970,NORTH CAROLINA,171-28-1282,FEMALE,1701,SUMAC,10/29/1990,REPUBLICAN
HOUSTON,JOHN,08/31/1971,Oregon,376-12-8062,MALE,3385,LAVENDER,10/30/1990,INDEPENDENT
DEFOREST,MARJORIE,09/01/1971,Alderwood,547-03-5981,FEMALE,2758,HAVANESE,10/31/1990,DEMOCRAT
TEMPLETON,RONALD,11/15/1953,Alderwood,558-42-7023,MALE,1260,ANGORA,11/01/1990,DEMOCRAT
ROBINSON,WHITNEY,12/07/1968,California,451-88-6486,FEMALE,1,STURGEON,11/02/1990,DEMOCRAT
SIMPSON,ANTHONY,07/27/1967,Alderwood,618-13-7278,MALE,1673,PANSY,11/03/1990,DEMOCRAT
PARKER,TERRY,11/09/1971,Alderwood,784-20-8643,FEMALE,3178,DAFFODIL,11/04/1990,DEMOCRAT
OLSON,MARK,04/24/1970,MEXICO,515-06-8381,MALE,476,CHARTREUX,11/05/1990,REPUBLICAN
KANGAS,KIM,09/07/1971,Alderwood,341-49-8759,FEMALE,959,BARREL,11/06/1990,DEMOCRAT
MORRISSETTE,PAUL,04/26/1970,Montana,659-76-3665,MALE,192,BOXWOOD,11/07/1990,DEMOCRAT
DETERS,MARJORIE,09/09/1971,Alderwood,860-75-1391,FEMALE,924,LAVENDER,11/08/1990,DEMOCRAT
FINCHER,MARK,11/14/1971,Alderwood,779-87-3695,MALE,259,STRAWBERRY,11/09/1990,DEMOCRAT
HUBBARD,DEE,12/15/1968,Alderwood,148-57-5412,FEMALE,1030,COONHOUND,11/10/1990,REPUBLICAN
CHRISTENSEN,MIKE,11/25/1953,Alderwood,498-30-0700,MALE,2765,LILY,11/11/1990,REPUBLICAN
LEMIRE,ANDREA,12/17/1968,Washington,798-12-0087,FEMALE,814,ARROWOOD,11/12/1990,REPUBLICAN
OUKROP,SCOTT,12/18/1968,Alderwood,772-08-9656,MALE,1379,KINNIKINICK,11/13/1990,REPUBLICAN
LOEFFLER,KATHY,09/15/1971,Alderwood,694-72-7652,FEMALE,721,RAGAMUFFIN,11/14/1990,REPUBLICAN
KNAPP,PETER,09/16/1971,KANSAS,180-41-4003,MALE,181,SEVENTH,11/15/1990,REPUBLICAN
HOWARD,GAIL,08/09/1967,Washington,497-41-5171,FEMALE,1747,MAPLE,11/16/1990,REPUBLICAN
SHEFFIELD,NICHOLAS,11/21/1972,Utah,352-65-7861,MALE,181,BUFFALOBERRY,11/17/1990,INDEPENDENT
DUCHSHERER,MAY,07/20/1952,Alderwood,583-10-9587,FEMALE,1414,SCOTTISH,11/18/1990,DEMOCRAT
WEBER,ANTHONY,12/24/1968,ALABAMA,980-72-3350,MALE,763,SNOWSHOE,11/19/1990,DEMOCRAT
BRONSON,LOUISE,05/09/1970,HAWAII,263-77-0397,FEMALE,299,PRICKLYPEAR,11/20/1990,DEMOCRAT
FORD,KEN,11/26/1971,Alderwood,885-92-8896,MALE,1883,EIGHTH,11/21/1990,DEMOCRAT
DAY,DENICE,12/06/1953,Wyoming,310-75-9783,FEMALE,340,BALINESE,11/22/1990,DEMOCRAT
HUBBARD,MIKE,09/24/1971,Alderwood,867-34-1615,MALE,1043,ESKIMO,11/23/1990,REPUBLICAN
CARTMELL,LUCY,11/28/1972,Montana,591-34-8367,FEMALE,156,COON,11/24/1990,DEMOCRAT
GALLOWAY,PETER,12/30/1968,Oregon,757-51-2087,MALE,2098,PIXIE,11/25/1990,DEMOCRAT
GAITHER,JANET,08/19/1967,Alderwood,647-23-7455,FEMALE,2310,SAGE,11/26/1990,DEMOCRAT
COLLEY,CASEY,01/01/1969,Alderwood,488-58-1279,MALE,1813,MUM,11/27/1990,DEMOCRAT
GILMAN,ANDREA,01/02/1969,Oregon,625-17-3471,FEMALE,60,FOURTEENTH,11/28/1990,REPUBLICAN
BERMAN,ROLF,09/30/1971,PENNSYLVANIA,048-73-0951,MALE,197,SUNSET,11/29/1990,REPUBLICAN
DUNN,GAIL,12/05/1971,Alderwood,218-71-1655,FEMALE,142,EIGHTH,11/30/1990,REPUBLICAN
ENGEL,MARK,05/20/1970,VERMONT,554-09-4487,MALE,162,CLOUDBERRY,12/01/1990,REPUBLICAN
BURKEY,CHARISSA,10/03/1971,Alderwood,715-84-6511,FEMALE,1441,PALMETTO,12/02/1990,REPUBLICAN
HARBO,KEN,05/22/1970,MEXICO,802-37-6931,MALE,135,MUNCHKIN,12/03/1990,REPUBLICAN
WHEELWRIGHT,LINDA,12/09/1971,ARIZONA,522-42-5474,FEMALE,267,STRAWBERRY,12/04/1990,REPUBLICAN
WEIGEL,BILL,05/24/1970,Alderwood,966-28-8595,MALE,63,SALMON,12/05/1990,INDEPENDENT
OEDER,SHAWNA,01/10/1969,Alderwood,617-15-2954,FEMALE,1533,SWEET PEA,12/06/1990,DEMOCRAT
SOFIA,NICHOLAS,05/26/1970,Alderwood,734-36-6076,MALE,2506,SECOND,12/07/1990,DEMOCRAT
PALMER,SHANNON,10/09/1971,Alderwood,637-37-2017,FEMALE,1379,LUPIN,12/08/1990,DEMOCRAT
YOUNG,ANTHONY,10/10/1971,Alderwood,537-04-8618,MALE,189,ROSE,12/09/1990,DEMOCRAT
WRIGHT,PENNY,12/15/1971,Alderwood,044-88-7820,FEMALE,1845,FOURTH,12/10/1990,DEMOCRAT
FALLON,JACK,05/30/1970,Washington,782-12-4534,MALE,105,PINSCHER,12/11/1990,REPUBLICAN
MCCARTHY,TERRY,09/04/1967,Oregon,224-92-4384,FEMALE,1771,DALMATIAN,12/12/1990,DEMOCRAT
SULA,PERRY,09/05/1967,Utah,739-10-0613,MALE,910,OLIVE,12/13/1990,DEMOCRAT
DOUCETTE,LINDSAY,09/06/1967,Oregon,934-08-1961,FEMALE,98,BARREL,12/14/1990,DEMOCRAT
FORTMAN,JUSTIN,06/03/1970,Washington,539-47-5974,MALE,1177,FOURTH,12/15/1990,DEMOCRAT
BJORKLUND,JACKIE,01/20/1969,Alderwood,944-55-3274,FEMALE,2289,BASENJI,12/16/1990,REPUBLICAN
JOHNSON,COLE,08/18/1952,ARIZONA,583-18-5437,MALE,40,FOURTH,12/17/1990,REPUBLICAN
RUNDHAUG,JESSIE,09/10/1967,NORTH DAKOTA,429-59-2292,FEMALE,1170,ROSEMARY,12/18/1990,REPUBLICAN
STAJDUHAR,WINSTON,08/20/1952,Alderwood,525-82-9452,MALE,720,SPHYNX,12/19/1990,REPUBLICAN
GESH,PAM,01/24/1969,Alderwood,584-63-6352,FEMALE,503,CHOLLA,12/20/1990,REPUBLICAN
KOFOED,ART,12/25/1972,MEXICO,680-55-2678,MALE,15,PALM,12/21/1990,REPUBLICAN
THOMPSON,SANDRA,12/27/1971,Alderwood,563-81-2397,FEMALE,3129,PERSIAN,12/22/1990,REPUBLICAN
OUDERKIRK,MIKE,01/27/1969,Utah,716-95-2875,MALE,795,THISTLE,12/23/1990,INDEPENDENT
BECKER,DAWN,10/25/1971,Alderwood,413-60-5078,FEMALE,1800,BARBERRY,12/24/1990,DEMOCRAT
TALBERT,JAMES,12/30/1971,Alderwood,969-12-2220,MALE,1306,BIRCH,12/25/1990,DEMOCRAT
BRADLEY,ANNIELLA,06/14/1970,GEORGIA,112-95-3187,FEMALE,17,PHEASANT,12/26/1990,DEMOCRAT
MILLER,SCOTT,08/28/1952,Mexico,339-96-2701,MALE,1025,BOBTAIL,12/27/1990,DEMOCRAT
EISENMAN,KATHY,01/01/1973,Alderwood,316-12-6665,FEMALE,1099,RAGAMUFFIN,12/28/1990,DEMOCRAT
GEELHOOD,MIKE,06/17/1970,Idaho,540-43-4735,MALE,171,SUNSET,12/29/1990,REPUBLICAN
DALZELL,BOBBI,02/03/1969,California,463-36-0071,FEMALE,33,REX,12/30/1990,DEMOCRAT
INSCORE,BILL,11/01/1971,Utah,565-58-8231,MALE,70,CHIHUAHUA,12/31/1990,DEMOCRAT
MARKEL,URSULA,02/05/1969,MEXICO,773-82-3520,FEMALE,3,EIGHTH,01/01/1991,DEMOCRAT
SUMMA,MARTIN,02/06/1969,RHODE ISLAND,285-40-3416,MALE,333,POODLE,01/02/1991,DEMOCRAT
SAFFELL,MARGE,11/04/1971,Oregon,418-18-7724,FEMALE,2248,SWEET PEA,01/03/1991,REPUBLICAN
HIRSCHI,BRIAN,02/08/1969,HAWAII,934-15-0449,MALE,180,SCOTTISH,01/04/1991,REPUBLICAN
MERRILL,KATHY,11/06/1971,Montana,331-50-5211,FEMALE,133,BUFFALOBERRY,01/05/1991,REPUBLICAN
PATTISON,DOUG,09/29/1967,Utah,201-27-0662,MALE,62,MUNCHKIN,01/06/1991,REPUBLICAN
SCHWARTZ,CHERYL,02/11/1969,Montana,194-07-0148,FEMALE,46,RAGDOLL,01/07/1991,REPUBLICAN
FROST,ANDY,02/12/1969,PENNSYLVANIA,612-14-1140,MALE,78,CHIHUAHUA,01/08/1991,REPUBLICAN
HEILMAN,GRACIE,11/10/1971,California,730-02-5802,FEMALE,80,LILAC,01/09/1991,REPUBLICAN
RENDER,PERRY,02/14/1969,DELAWARE,996-77-5225,MALE,1840,BALINESE,01/10/1991,INDEPENDENT
SLICKS,JACKIE,09/12/1952,Alderwood,764-11-5923,FEMALE,1267,PAWPAW,01/11/1991,DEMOCRAT
WILDUNG,ZACK,07/01/1970,Alderwood,251-69-8431,MALE,260,KEESHOND,01/12/1991,DEMOCRAT
GETTS,LISA,11/14/1971,Utah,908-76-4465,FEMALE,730,BORZOI,01/13/1991,DEMOCRAT
LOMBARDO,HENRY,07/03/1970,Alderwood,080-07-3753,MALE,644,BOXWOOD,01/14/1991,DEMOCRAT
LONG,LISA,11/16/1971,MASSACHUSETTS,445-61-8654,FEMALE,305,POODLE,01/15/1991,DEMOCRAT
DONOVAN-COPEMAN,PETER,07/05/1970,Alderwood,703-76-1744,MALE,1344,MAPLE,01/16/1991,REPUBLICAN
SENNER,SANDRA,01/31/1954,Utah,469-35-4609,FEMALE,1015,RAGAMUFFIN,01/17/1991,DEMOCRAT
DOHERTY,DICK,02/22/1969,Alderwood,321-38-6900,MALE,308,LILAC,01/18/1991,DEMOCRAT
ANDERSON,SHIRLEY,02/23/1969,Alderwood,852-15-6331,FEMALE,3227,SUNFLOWER,01/19/1991,DEMOCRAT
COLLINS,BILL,02/03/1954,Alderwood,648-34-9606,MALE,1582,MAIN,01/20/1991,DEMOCRAT
